categorie,official_name,branch,name,contact:phone,contact:website,contact:email,ref:FR:SIRET,longitude,latitude,address_txt,opening_hours,insee,id,osm_id
mairie,Mairie - Fontains,,Mairie de Fontains,+33 1 64 08 07 76,,mairie.de.fontains@wanadoo.fr,21770190300015,3.00110006332,48.5285987854,2 rue de la Grelotterie 77370 Fontains,Mo-Tu 13:30-17:00; We 09:00-12:00; Th 13:30-17:00; Sa 10:30-12:00,77190,8f5ff3f2-515b-4ee7-8875-940fbb8414ac,node/9309417812
mairie,Mairie - Fontenailles,,Mairie de Fontenailles,+33 1 64 08 40 17,https://www.mairiefontenailles.fr/,mairie.fontenailles@wanadoo.fr,21770191100018,2.95240998268,48.5540008545,63 rue Maurice-Wanlin 77370 Fontenailles,Mo 15:30-17:30; Tu 09:00-11:00; We 15:30-17:30; Th 09:00-11:00; Fr 15:30-17:30; Sa 09:00-11:00,77191,8944bf34-dd64-447a-86b6-8b11b424c959,way/201826959
mairie,Mairie - Fontenay-Mauvoisin,,Mairie de Fontenay-Mauvoisin,+33 1 34 76 51 02,http://www.fontenay-mauvoisin.fr,mairie.fontenaymauvoisin983@orange.fr,21780245300019,1.653204,48.966252,6 rue du Clos-Boulet 78200 Fontenay-Mauvoisin,Fr 17:30-19:30,78245,89ad0649-8684-4d27-b23d-6094b06c4b3b,way/133432217
mairie,Mairie - Fontenay-Saint-Père,,Mairie de Fontenay-Saint-Père,+33 1 34 79 11 21,http://www.fontenay-saint-pere.fr,mairie-fontenay.st.pere@wanadoo.fr,21780246100012,1.755638,49.024764,Place de la Mairie 78440 Fontenay-Saint-Père,"Mo 09:00-12:00,16:00-18:00; Tu 09:00-12:00,16:00-19:00; We 11:00-12:00; Th 09:00-12:00,16:00-18:00; Fr 16:00-17:30; Sa 08:00-10:00",78246,5bc9f07d-a915-4b1d-babd-f899b2a857b1,way/360581229
mairie,Mairie - Fontenay-Trésigny,,Mairie de Fontenay-Trésigny,+33 1 64 25 90 67,https://www.fontenay-tresigny.fr/,mairie@fontenay-tresigny.fr,21770192900010,2.866546,48.707066,26 avenue du Général-de-Gaulle 77610 Fontenay-Trésigny,"Mo-Fr 08:30-11:30,13:30-17:30; Sa 09:00-12:00",77192,d9af98f8-0206-48b3-9989-e6cba03078aa,way/115158500
mairie,Mairie - Fontenay-aux-Roses,,Mairie de Fontenay-aux-Roses,+33 1 41 13 20 00,http://www.fontenay-aux-roses.fr,mairie@fontenay-aux-roses.fr,21920032600011,2.28661990166,48.7915000916,75 rue Boucicaut 92260 Fontenay-aux-Roses,"Mo-Tu 08:30-12:00,13:30-17:00; We 08:30-12:00,13:30-19:30; Th 08:30-12:00; Fr 08:30-12:00,13:30-17:00",92032,ce9f34b3-26b5-48c4-a8d0-657065a643a1,node/2453257588
mairie,Mairie - Fontenay-en-Parisis,,Mairie de Fontenay-en-Parisis,+33 1 34 71 11 07,https://www.fontenay-en-parisis.fr/,mairiefontenay@fontenayenparisis.fr,21950241600015,2.4512152,49.0538501,10 place Stalingrad 95190 Fontenay-en-Parisis,"Mo-We 08:30-12:00,13:30-17:00; Th 08:30-12:00; Fr 08:30-12:00,13:30-17:00; Sa 10:00-12:00",95241,14a20c0d-01bd-424f-805e-ce02d8489ac0,way/132168020
mairie,Mairie - Fontenay-le-Fleury,,Mairie de Fontenay-le-Fleury,+33 1 30 14 33 00,http://www.fontenay-le-fleury.fr,mairie@fontenay-le-fleury.fr,21780242000018,2.0451144,48.811119,Place du 8-Mai-1945 78330 Fontenay-le-Fleury,"Mo 08:30-12:00,14:00-17:30; Sa 09:00-12:00",78242,95051a60-8132-42c2-85ff-be18af9ecf05,way/124548577
mairie,Mairie - Fontenay-le-Vicomte,,Mairie de Fontenay-le-Vicomte,+33 1 64 57 04 10,http://www.fontenaylevicomte.fr,contact@mairieflv.fr,21910244900010,2.39893007278,48.5480003357,4 rue de la Mairie 91540 Fontenay-le-Vicomte,"Mo-Tu 08:30-11:30,13:30-17:00; Th-Fr 08:30-11:30,13:30-17:00; Sa 09:00-11:30",91244,2bcafbb5-2e14-43c3-81b9-aed271f63444,way/108257812
mairie,Mairie - Fontenay-lès-Briis,,Mairie de Fontenay-lès-Briis,+33 1 64 90 70 74,https://www.fontenay-les-briis.fr/,accueil@fontenay-les-briis.fr,21910243100018,2.156171,48.61932,1 place de la Mairie 91640 Fontenay-lès-Briis,"Mo 15:00-17:30; Tu-Fr 08:30-12:00,13:30-17:30; Sa 09:00-12:00",91243,bdcf989a-b36f-4a51-aa28-bc7c58c88526,way/248082455
mairie,Mairie - Fontenay-sous-Bois,,Mairie de Fontenay-sous-Bois,+33 1 49 74 74 74,https://www.fontenay.fr/,webmestre@fontenay-sous-bois.fr,21940033000011,2.474345,48.851211,4 esplanade Louis-Bayeurte 94125 Fontenay-sous-Bois,"Mo 08:30-12:00,13:30-17:00; Tu 08:30-12:00; Th-Fr 08:30-12:00,13:30-17:00; Sa 08:30-12:00",94033,5a8361d8-a990-4e49-913b-83f478d4afaa,way/105707192
mairie,Mairie - Forfry,,Mairie de Forfry,+33 1 60 01 59 36,https://www.mairie-forfry.fr/,mairie.forfry@wanadoo.fr,21770193700013,2.84786009789,49.0563011169,Rue des Francs-Bourgeois 77165 Forfry,Mo 14:00-18:00; Th-Fr 14:00-18:00,77193,d78c4284-ce75-4e58-90d1-bc3cb46cf6cd,node/4798915617
mairie,Mairie - Forges,,Mairie de Forges,+33 1 60 73 55 99,http://www.mairie-forges-77.fr,mairie-de-forges-77@orange.fr,21770194500016,2.96140003204,48.4192008972,Place de la Mairie 77130 Forges,Tu 15:30-19:00; Th 15:30-19:00,77194,71829fd8-4ab9-43e7-b5bd-853baa4f8234,node/4267664794
mairie,Mairie - Forges-les-Bains,,Mairie de Forges-les-Bains,+33 1 64 91 03 29,https://www.forges-les-bains.fr/,mairie@forges-les-bains.fr,21910249800017,2.100347,48.627597,9 rue du Docteur-Babin 91470 Forges-les-Bains,"Mo 09:00-12:00,13:30-17:30; We-Fr 09:00-12:00,13:30-17:30; Sa 09:00-12:00",91249,24684a12-7701-42f5-8b0d-8a189cf05c92,way/342899769
mairie,Mairie - Fosses,,Mairie de Fosses,+33 1 34 47 40 40,https://ville-fosses95.fr/,,21950250700128,2.515927,49.098699,1 place du 19-Mars-1962 95470 Fosses,"Mo 13:00-17:30; Tu-We 09:00-12:00,13:00-17:30; Th 14:30-20:00; Fr 09:00-12:00,13:00-17:30; Sa 10:00-12:00",95250,5b7a88d1-c577-4729-a8ad-178a3239caf2,way/255555299
mairie,Mairie - Fouju,,Mairie de Fouju,+33 1 60 66 90 82,http://www.fouju.fr,foujumai@orange.fr,21770195200012,2.77712011337,48.5859985352,269 rue du Général-de-Gaulle 77390 Fouju,Mo 17:00-19:00; We 09:00-11:00; Th 17:00-19:00,77195,c9f2680d-163e-4fa9-939c-103688886eac,node/4798915898
mairie,Mairie déléguée - Fourqueux,,Mairie déléguée de Fourqueux,+33 1 34 51 23 14,http://www.ville-fourqueux.fr,mairiefourqueux@saintgermainenlaye.fr,20008692400012,2.06248998642,48.8905982971,Fourqueux  1 place de la Grille 78100 Saint-Germain-en-Laye,"Mo-Th 08:45-12:00,14:30-17:00; Fr 08:45-12:00,14:30-16:45; Sa 08:45-12:00",78551,0f060e04-7e00-445e-be59-65f689433a7c,way/303354766
mairie,Mairie - Franconville,,Mairie de Franconville,+33 1 39 32 66 00,https://www.ville-franconville.fr/,monsieurlemaire@ville-franconville.fr,21950252300018,2.230769,48.985995,11 rue de la Station 95130 Franconville,"Mo-Tu 08:30-12:15,13:30-18:00; We 08:30-12:00; Th-Fr 08:30-12:15,13:30-18:00; Sa 08:30-12:00",95252,2baecf4b-4225-486f-8de5-66b397ab3c56,way/75929620
mairie,Mairie - Freneuse,,Mairie de Freneuse,+33 1 30 98 97 97,http://www.freneuse78.fr,mairie@freneuse78.fr,21780255200018,1.60075998306,49.0481987,89 rue Charles-de-Gaulle 78840 Freneuse,"Mo-Fr 09:00-12:00,14:00-17:00; Sa 09:00-12:00",78255,4c68e568-be67-4408-9e3b-042967273aad,node/1854311749
mairie,Mairie - Fresnes,,Mairie de Fresnes,+33 1 49 84 56 56,https://www.fresnes94.fr/,,21940034800013,2.322157,48.755091,1 place Pierre et Marie Curie 94260 Fresnes,"We-Fr 08:30-12:00,13:30-17:30; Tu 13:30-19:30; Mo 08:30-12:00,13:30-17:30; Sa 09:00-12:00",94034,1f7ef502-3bdd-4fc4-886b-aafee42cbce4,way/86347713
mairie,Mairie - Fresnes-sur-Marne,,Mairie de Fresnes-sur-Marne,+33 1 60 26 03 81,https://www.fresnes-sur-marne.fr/,mairie@fresnes-sur-marne.fr,21770196000015,2.741518,48.937633,2 rue de l'Église 77410 Fresnes-sur-Marne,Mo 14:00-17:30; We 09:00-11:30; Th-Fr 14:00-17:30,77196,0ef559e8-8173-441c-9b3d-8243bddded99,way/386806084
mairie,Mairie - Fromont,,Mairie de Fromont,+33 1 64 24 07 51,,mairie.fromont@laposte.net,21770198600010,2.52281999588,48.2389984131,1 place de l'Église 77760 Fromont,Tu 09:00-11:30; Fr 17:00-19:00,77198,b9f3d7c4-08f9-48e0-a094-1a2a48673e47,node/3878103417
mairie,Mairie - Frouville,,Mairie de Frouville,+33 1 30 34 70 55,https://frouville95.fr,mairie-frouville95@wanadoo.fr,21950258000018,2.15110993385,49.1473999023,10 bis Grande rue 95690 Frouville,Tu 09:00-11:00; Fr 14:00-17:00; We 18:30-20:00,95258,b0487081-8801-4128-9abe-6d7b87d89008,node/3406597326
mairie,Mairie - Frémainville,,Mairie de Frémainville,+33 1 34 75 48 74,http://www.fremainville.fr,mairie@fremainville.fr,21950253100011,1.867365,49.065113,1 rue des Ormeteaux 95450 Frémainville,Mo 14:00-17:30; We 14:00-17:30; Sa 09:00-12:30,95253,a4abaf83-9ad6-43ce-8434-490ee5c2ab44,way/64219036
mairie,Mairie - Frémécourt,,Mairie de Frémécourt,+33 1 34 66 62 84,https://fremecourt.fr/index.php,mairiefremecourt@orange.fr,21950254900013,2.00253009796,49.1192016602,Rue du Four 95830 Frémécourt,Tu-We 16:00-18:00; Th 09:00-12:00; Fr 15:00-17:00; Sa 09:00-12:00,95254,2a18f218-ef17-4c5e-a230-07e6231e7534,node/479939479
mairie,Mairie - Frépillon,,Mairie de Frépillon,+33 1 39 60 25 06,https://www.frepillon.fr/,mairie@frepillon.fr,21950256400012,2.205631,49.050782,Place de la Mairie 95740 Frépillon,"Mo 14:00-17:00; Tu 08:30-12:00,14:00-17:00; We 14:00-17:00; Th-Fr 08:30-12:00,14:00-16:30; Sa 08:30-11:45",95256,b4a34778-f6e0-43d0-b222-f27c71f18a76,node/1800265378
mairie,Mairie - Frétoy,,Mairie de Frétoy,+33 1 64 01 04 99,,mairiefretoy@orange.fr,21770197800017,3.1974772,48.7045788,8 rue du Moutier 77320 Frétoy,Mo 17:00-19:00; Th 14:00-17:00,77197,51d2cf34-10f3-41de-a2ec-e5fe3558ebe7,node/4798916228
mairie,Mairie - Fublaines,,Mairie de Fublaines,+33 1 60 25 80 00,http://www.fublaines.fr,mairie@fublaines.fr,21770199400014,2.93754005432,48.9375,24 rue Alphonse-Cabon 77470 Fublaines,Mo-Tu 14:00-18:00; We 08:30-12:30; Th-Fr 14:00-19:00,77199,9d5fb890-a74b-4a8b-9a2f-01f44543bd6c,node/4798915546
mairie,Mairie - Féricy,,Mairie de Féricy,+33 1 64 23 85 26,http://www.fericy.fr,mairie.fericy@wanadoo.fr,21770179600047,2.79973,48.45845,Domaine de la Salle  1 route de Barbeau 77133 Féricy,Tu-Sa 09:00-12:00,77179,fae7eb42-f196-45f4-9513-c0452d363186,node/4798915603
mairie,Mairie - Férolles-Attilly,,Mairie de Férolles-Attilly,+33 1 60 02 21 48,http://www.ferolles-attilly.fr,mairie@ferolles-attilly.fr,21770180400015,2.62912011147,48.7321014404,45 Grande-Rue 77150 Férolles-Attilly,"Mo-Fr 08:30-12:30,14:00-17:30",77180,9f2ff84d-fa48-44b3-95e4-3d4d1e375f37,node/1863066949
mairie,Mairie - Avernes,,Mairie d'Avernes,+33 1 30 39 20 13,http://www.avernes95.fr,mairie@avernes95.fr,20007644600018,1.87284004688,49.0867996216,39 Grande rue 95450 Avernes,"Mo-Tu 09:00-12:00,14:15-18:00; Th-Fr 09:00-12:00,14:15-18:00; Sa 10:00-12:00",95040,c23327b7-7798-43a7-9316-569727c7e278,node/11522222346
mairie,Mairie - Gagny,,Mairie de Gagny,+33 1 43 01 43 01,https://www.gagny.fr/,maire@mairie-gagny.fr,21930032400015,2.536757,48.885071,Hôtel-de-Ville 1 esplanade Michel-Teulet 93220 Gagny,"Mo-We 08:45-12:00,13:30-17:45; Th 10:00-12:00,13:30-17:45; Fr 08:45-12:00,13:30-17:15; Sa 08:45-12:00",93032,dd411286-4870-427c-8563-6f2e26e9b3e1,way/145105218
mairie,Mairie - Gaillon-sur-Montcient,,Mairie de Gaillon-sur-Montcient,+33 1 34 74 06 58,http://www.gaillon-sur-montcient.fr,mairie.gaillon.sur.montcient@wanadoo.fr,21780261000014,1.89145004749,49.0214996338,Rue de la Montcient 78250 Gaillon-sur-Montcient,Mo-Tu 08:30-12:00; Fr 08:30-12:00; Sa 08:30-12:00,78261,ce325154-67bb-4c8a-93f4-aca48ce7eff4,node/11036356264
mairie,Mairie - Galluis,,Mairie de Galluis,+33 1 34 57 03 90,https://galluis.fr/,mairie@galluis.fr,21780262800016,1.7956399,48.7960014,1 rue de la Mairie 78490 Galluis,"Mo 09:00-12:00; Tu 09:00-12:00,15:00-17:00; We 09:00-12:00; Th 09:00-12:00; Fr 09:00-12:00,15:00-17:00; Sa 09:00-12:00",78262,3bcd3797-0a67-4cac-b54b-4823b90a0d27,node/1937590523
mairie,Mairie - Gambais,,Mairie de Gambais,+33 1 34 87 01 68,https://www.gambais.fr/,mairie@mairie-gambais.fr,21780263600019,1.674464,48.773469,1 place Charles-de-Gaulle 78950 Gambais,"Mo 09:00-12:00,14:00-17:00; Tu-We 09:00-12:00; Th 09:00-12:00,14:00-17:00; Fr-Sa 09:00-12:00",78263,592976ab-5bd7-48a8-a31f-2b4b06211489,way/270294593
mairie,Mairie - Gambaiseuil,,Mairie de Gambaiseuil,+33 1 34 86 39 20,,mairiegambaiseuil@wanadoo.fr,21780264400013,1.7343300581,48.7574005127,9 route de Montfort 78490 Gambaiseuil,Su 10:00-12:00,78264,28b5fce4-5981-4937-abbe-0f3c007028a2,node/11006246021
mairie,Mairie - Garancières,,Mairie de Garancières,+33 1 34 86 41 33,http://www.mairie-garancieres78.fr,contact@mairie-garancieres.com,21780265100018,1.7534699,48.8218994,Place Saint-Pierre 78890 Garancières,"Mo 10:00-12:15,16:00-18:00; Tu 10:00-12:15; We-Fr 10:00-12:15,16:00-18:00; Sa 09:30-11:30",78265,4cf2a992-bc55-429c-8158-6a9c82cd58f5,node/3584145428
mairie,Mairie - Garches,,Mairie de Garches,+33 1 47 95 66 66,https://garches.fr/,info@garches.fr,21920033400015,2.187209,48.843436,2 rue Claude-Liard 92380 Garches,"Mo-Fr 08:30-12:00,13:00-17:00; Sa 08:30-12:00",92033,6a008562-df52-4a92-bf68-f17b61f95865,way/78815987
mairie,Mairie - Garentreville,,Mairie de Garentreville,+33 1 64 28 71 43,,mairie.garentreville@wanadoo.fr,21770200000019,2.54899406433,48.2361755371,7 rue de l'École 77890 Garentreville,Mo 10:00-17:00; Tu 09:00-18:30; Th 09:00-17:00; Fr 09:00-12:00,77200,a0075470-2ac6-4f9c-bf8b-59760c01e531,node/3878093991
mairie,Mairie - Gargenville,,Mairie de Gargenville,+33 1 30 98 89 00,http://www.gargenville.fr,mairie.de.gargenville@wanadoo.fr,21780267700013,1.8097527,48.98988,Avenue Mademoiselle Dosne 78440 Gargenville,"Mo-Fr 08:30-12:00,13:30-17:30; Sa 09:00-12:00",78267,d3051eb0-537a-4c85-8c1c-d44990ae131e,way/335677359
mairie,Mairie - Garges-lès-Gonesse,,Mairie de Garges-lès-Gonesse,+33 1 34 53 32 00,https://www.villedegarges.fr/,,21950268900017,2.39990997314,48.971698761,8 place de l'Hôtel-de-Ville 95141 Garges-lès-Gonesse Cedex,"Mo-We 08:30-11:45,13:00-17:15; Th 13:00-19:45; Fr 13:00-17:15",95268,bc2e3ef3-b2c4-42a5-b746-488e49671331,way/269289083
mairie,Mairie - Gastins,,Mairie de Gastins,+33 1 64 08 08 35,http://mairie-gastins.com,mairie-gastins@gastins.fr,21770201800011,3.0201535,48.6276088,1 place de l'Église 77370 Gastins,Mo-Tu 13:30-17:30; Th-Fr 13:30-17:30; Sa 10:30-12:00,77201,5ec7ddc4-679d-43a4-8339-2ad71b592170,way/219079220
mairie,Mairie - Gazeran,,Mairie de Gazeran,+33 1 34 83 19 15,https://www.mairie-gazeran.fr/,accueil@mairie-gazeran.fr,21780269300010,1.7738699913,48.6369018555,Rue de la Mairie 78125 Gazeran,Mo-Tu 16:00-18:00; We 16:00-18:30; Th 09:00-12:15; Fr 16:00-18:00; Sa 08:30-12:00,78269,52a773e4-7d35-48c9-b9d9-3a99c0373c3e,node/359915608
mairie,Mairie - Genainville,,Mairie de Genainville,+33 1 34 67 05 22,,mairie-genainville@wanadoo.fr,21950270500011,1.75225996971,49.1250991821,Place de l'Église 95420 Genainville,Mo 17:00-19:00; Tu 10:00-12:00; Th 10:00-12:00; Sa 09:00-11:00,95270,ccbbd1a0-e795-48c0-b890-710deb3137c7,node/1461473731
mairie,Mairie - Gennevilliers,,Mairie de Gennevilliers,+33 1 40 85 66 66,https://www.ville-gennevilliers.fr/,mairie@ville-gennevilliers.fr,21920036700015,2.294045,48.925459,177 avenue Gabriel-Péri 92230 Gennevilliers,"Mo-We 08:30-12:00,13:30-17:30; Th 08:30-12:00,13:30-19:00; Fr 08:30-12:00,13:30-16:00; Sa 08:30-12:00",92036,e674993d-27c8-4ff0-afc0-9917844bbd68,node/4039068552
mairie,Mairie - Gentilly,,Mairie de Gentilly,+33 1 47 40 58 58,https://www.ville-gentilly.fr/,contact.mairesadjoints@ville-gentilly.fr,21940037100015,2.3473078,48.8154716,14 place Henri-Barbusse 94250 Gentilly,"Mo-Fr 08:30-12:00,13:30-17:30",94037,f96392d5-8619-4542-8674-7ecebf1f8b08,way/81088721
mairie,Mairie - Germigny-l'Évêque,,Mairie de Germigny-l'Évêque,+33 1 64 33 01 89,https://germignyleveque.fr/,mairie@germignyleveque.fr,21770203400018,2.94409990311,48.9921989441,7 allée de l'Église 77910 Germigny-l'Évêque,Mo 16:00-18:30; We 09:00-12:00; Fr 16:00-18:30; Sa 10:00-12:00,77203,9abada1d-d16e-4db6-99da-3a01b8182d23,node/4798916235
mairie,Mairie - Germigny-sous-Coulombs,,Mairie de Germigny-sous-Coulombs,+33 1 64 35 67 57,,mairie.germigny-sous-coulombs@laposte.net,21770204200011,3.158009,49.064373,Place de l'Église 77840 Germigny-sous-Coulombs,Tu 17:00-18:00; Fr 17:00-18:00,77204,d86293c7-8da4-4b13-b12c-41a186c4d4cb,way/150376631
mairie,Mairie - Gesvres-le-Chapitre,,Mairie de Gesvres-le-Chapitre,+33 1 60 01 04 15,,mairiegesvreslechapitre@orange.fr,21770205900015,2.8510391,49.0440739,5 rue André-Maurice 77165 Gesvres-le-Chapitre,Mo 11:00-12:00; Fr 18:00-19:00,77205,c7649b60-5612-4764-a2c3-b9f80996cae3,node/4798915913
mairie,Mairie - Gif-sur-Yvette,,Mairie de Gif-sur-Yvette,+33 1 69 18 69 18,http://www.ville-gif.fr,contact@mairie-gif.fr,21910272000014,2.13336992264,48.7020988464,9 square de la Mairie 91190 Gif-sur-Yvette,"Mo 13:30-18:00; Tu-Fr 08:30-12:00,13:30-18:00; Sa 08:30-12:00",91272,733c18e4-67a2-4951-a863-8490bae91d55,way/63423908
mairie,Mairie - Giremoutiers,,Mairie de Giremoutiers,+33 1 64 75 10 14,https://www.giremoutiers.fr/,giremoutiers@wanadoo.fr,21770206700018,3.02891,48.842949,8 rue de Corbeville 77120 Giremoutiers,Mo 09:00-12:00,77206,035a56e3-e273-4f07-afcc-5f5257e409dd,way/931765011
mairie,Mairie - Gironville,,Mairie de Gironville,+33 1 60 55 11 27,https://mairiedegironville77.fr,mairie.gironville77@orange.fr,21770207500011,2.528706,48.185882,1 rue Beaugé 77890 Gironville,"Tu 14:00-18:30; Fr 10:00-12:00,14:00-17:00",77207,d38c7ce6-b84a-46a8-8b7f-183b9b04c9fd,node/3878136795
mairie,Mairie - Gironville-sur-Essonne,,Mairie de Gironville-sur-Essonne,+33 1 64 99 52 18,http://www.gironville-sur-essonne.fr,mairiegironville91@gmail.com,21910273800016,2.37927007675,48.3722991943,20 Grande rue 91720 Gironville-sur-Essonne,Mo 14:00-17:00; Tu 16:00-19:00; Th-Fr 14:00-17:00; Sa 09:00-12:00,91273,2ce39795-2461-4fbf-aca0-e1054d57b440,node/3500535497
mairie,Mairie - Gometz-la-Ville,,Mairie de Gometz-la-Ville,+33 1 60 12 08 03,http://www.mairie-gometzlaville.fr,mairie@gometzlaville.fr,21910274600019,2.06926989555,48.6725997925,Place de la Mairie 91400 Gometz-la-Ville,We 15:00-17:00; Th 16:00-19:00; Fr 15:00-17:00; Sa 09:00-12:00,91274,509cc736-2143-499a-9258-e772db8cfda7,way/362695009
mairie,Mairie - Gometz-le-Châtel,,Mairie de Gometz-le-Châtel,+33 1 60 12 11 05,https://gometzlechatel.fr/fr/,mairie@gometzlechatel.fr,21910275300015,2.138193,48.678324,76 rue Saint-Nicolas 91940 Gometz-le-Châtel,Mo 09:30-12:00; Tu 14:30-19:00; We 14:30-17:30; Fr 14:30-17:00,91275,f3064d06-c1dd-49de-9e5b-7bc599b74257,node/2902258515
mairie,Mairie - Gommecourt,,Mairie de Gommecourt,+33 9 81 41 65 90,http://www.gommecourt.fr,mairie.gommecourt@bbox.fr,21780276800010,1.5951000452,49.0746994019,12 bis rue des Écoles 78270 Gommecourt,Mo 17:30-19:00; We-Th 17:30-19:00,78276,2d19decf-3b5a-49aa-9137-d21fe9f187b2,way/601250277
mairie,Mairie - Gonesse,,Mairie de Gonesse,+33 1 34 45 11 11,https://www.ville-gonesse.fr/,,21950277000015,2.449009,48.986333,66 rue de Paris 95503 Gonesse Cedex,,95277,6a1a57e0-11f4-4548-84cc-70760f8dcc47,way/105034670
mairie,Mairie - Gouaix,,Mairie de Gouaix,+33 1 64 00 70 04,https://www.gouaix.fr/,mairie@gouaix.fr,21770208300015,3.29396009445,48.479598999,14 avenue de la Gare 77114 Gouaix,Tu-Sa 09:00-12:00,77208,e4dc41d0-7612-4442-9e29-a0761c4e8346,way/249137902
mairie,Mairie - Goupillières,,Mairie de Goupillières,+33 1 34 87 41 07,http://www.goupillieres78.fr,,21780278400017,1.760667,48.876683,24 Vallée-Penaut 78770 Goupillières,Mo 09:00-12:00; Th 09:00-12:00; Sa 10:30-12:00,78278,217ed14b-02d0-44bc-a6da-3ad4586c6681,way/397846331
mairie,Mairie - Gourbeyre,,Mairie de Gourbeyre,+590 5 90 99 08 15,http://www.ville-gourbeyre.fr,contact@ville-gourbeyre.fr,21971109000015,-61.6830286,15.9897804,Avenue Louis-Philippe-Lonqueteau 97113 Gourbeyre,"Mo-Tu 07:30-12:30,14:00-17:00; We 07:30-13:00; Th 07:30-12:30,14:00-17:00; Fr 07:30-13:00",97109,1d703b2c-8592-4393-be83-e44e67701314,way/300276061
mairie,Mairie - Gournay-sur-Marne,,Mairie de Gournay-sur-Marne,+33 1 43 05 06 41,https://www.ville-gournay-sur-marne.fr/fr/,contact@gournay-sur-marne.fr,21930033200018,2.573179,48.863521,10 avenue du Maréchal-Foch 93460 Gournay-sur-Marne,"Mo-Fr 08:30-12:00,13:30-17:30",93033,204400b3-9717-4ef1-bec0-181dffeac4b6,node/796694179
mairie,Mairie - Goussainville,,Mairie de Goussainville,+33 1 39 94 60 00,https://www.ville-goussainville.fr/index.php,communication@ville-goussainville.fr,21950280400012,2.473507,49.032548,1 place de la Charmeuse 95190 Goussainville,"Sa 08:30-12:00; Mo-Fr 08:30-12:00,13:00-17:30",95280,559a79a7-da48-485d-8569-a0e3c2a61830,way/211000452
mairie,Mairie - Goussonville,,Mairie de Goussonville,+33 1 30 42 61 14,http://www.goussonville78.fr,goussonville.mairie@gmail.com,21780281800013,1.765081,48.919955,2 rue du Bois-de-l'Aulnaie 78930 Goussonville,Th 17:00-20:00; We 10:00-11:30; Fr 10:00-11:30; Mo-Tu 15:00-16:30,78281,af07c25a-a407-423b-a43c-cbdb0b87094f,way/325303925
mairie,Mairie - Gouvernes,,Mairie de Gouvernes,+33 1 64 30 12 09,https://www.gouvernes.fr/,contact@gouvernes.fr,21770209100018,2.6952116423278927,48.8613242008703,Place de la Mairie 77400 Gouvernes,"Mo 09:00-12:00,13:30-18:15; Th-Fr 09:00-12:00,13:30-18:15; Sa 09:00-11:45",77209,7460d88e-221f-4709-b70a-de0b53f0381e,way/886737385
mairie,Mairie déléguée - Goux-les-Usiers,,Mairie déléguée de Goux-les-Usiers,+33 3 81 38 20 70,https://goux-les-usiers.fr,mairie@valdusiers.fr,20010225900039,6.2772202,46.9711661,Goux-les-Usiers 9 rue des Écoles 25520 Val-d'Usiers,"Mo-Fr 10:00-12:00,14:00-16:00; Sa 10:00-12:00",25060,42099da4-7deb-4643-b7ab-9e12a6e98da7,node/4942249409
mairie,Mairie - Goyave,,Mairie de Goyave,+590 5 90 95 91 11,https://villedegoyave.fr/fr/,contact@villedegoyave.fr,21971114000018,-61.5753973,16.1335034,Rue des Écoles 97128 Goyave,"Mo-Tu 07:30-12:30,14:00-17:00; We 07:30-13:00; Th 07:30-12:30,14:00-17:00; Fr 07:30-13:00",97114,2f482bd7-9f37-41a0-8291-d12893120a3a,relation/279079
mairie,Mairie - Grand'Rivière,,Mairie de Grand'Rivière,+596 5 96 55 77 77,https://www.grand-riviere.com/,,21972211300012,-61.1783,14.8731,71 avenue du Général-de-Gaulle 97218 Grand'Rivière,"Mo-Tu 07:30-12:30,13:30-17:15; We 07:30-13:30; Th 07:30-12:30,13:30-17:15; Fr 07:30-13:30",97211,bfd68e11-b915-4515-a77d-08461f895280,way/125070748
mairie,Mairie - Grand-Bourg,,Mairie de Grand-Bourg,+590 5 90 97 90 08,https://grand-bourg.fr,secretariat@grand-bourg.fr,21971112400012,-61.2568777,15.9232223,Hôtel de Ville  Place Schoelcher 97112 Grand-Bourg,"Mo-Tu 08:00-12:30,14:00-17:00; We 08:00-14:15; Th 08:00-12:30,14:00-17:00; Fr 08:00-14:15; Sa 08:00-11:00",97112,a6e80ecb-28d9-4738-bdeb-6023b69134ba,node/11181720162
mairie,Mairie - Grand-Santi,,Mairie de Grand-Santi,+594 5 94 37 41 10,http://www.grandsanti.fr,accueil@grandsanti.fr,21973357300014,-54.38225,4.2507342,Hôtel de Ville  Le bourg 97340 Grand-Santi,"Mo 07:30-13:30; Tu 07:30-13:30,15:00-17:30; We 07:30-13:30; Th 07:30-13:30,15:00-17:30; Fr 07:30-13:30",97357,dc875459-525d-41fd-a2a2-503b9d3e9412,way/208418052
mairie,Mairie - Grandchamp,,Mairie de Grandchamp,+33 1 34 85 06 03,http://www.mairie-grandchamp78.fr,gr78113@orange.fr,21780283400010,1.64666998386,48.7363014221,10 route de Nogent 78113 Grandchamp,We 10:00-12:00; Sa 10:00-12:00,78283,7f8b4a1b-7862-44a1-806f-080a8d20a677,node/11277508954
